,rewards,discount,learning rate
734,-185.91920428685998,0.995,0.15
735,-104.81299204370326,0.995,0.15
736,-52.80002526919594,0.995,0.15
737,-121.71218474731035,0.995,0.15
738,-191.87369009710557,0.995,0.15
739,-209.53324179829838,0.995,0.15
740,-83.21918217538445,0.995,0.15
741,-165.02170150999586,0.995,0.15
742,-199.12485161435347,0.995,0.15
743,-235.61324798878437,0.995,0.15
744,-80.24658841825723,0.995,0.15
745,-92.56935573846943,0.995,0.15
746,-185.57772881571785,0.995,0.15
747,-116.8091616857086,0.995,0.15
748,-175.81721039871377,0.995,0.15
749,-110.51216058281524,0.995,0.15
750,-247.05961734835205,0.995,0.15
751,-113.20981779075692,0.995,0.15
752,-271.74136951167696,0.995,0.15
753,-401.0475159709335,0.995,0.15
754,-113.47244243016667,0.995,0.15
755,-73.89706683112131,0.995,0.15
756,-251.09792300981573,0.995,0.15
757,-193.22810386434617,0.995,0.15
758,-173.31253068906778,0.995,0.15
759,-185.52223934457368,0.995,0.15
760,-80.69740068958355,0.995,0.15
761,-194.8624089912969,0.995,0.15
762,-378.48694089164155,0.995,0.15
763,-61.55412451686627,0.995,0.15
764,-103.31627980151877,0.995,0.15
765,-215.29960215475012,0.995,0.15
766,-202.7062237438862,0.995,0.15
767,-109.20677684455985,0.995,0.15
768,-204.89763172535385,0.995,0.15
769,-259.12767573425407,0.995,0.15
770,-126.52187932329468,0.995,0.15
771,-317.76248586086353,0.995,0.15
772,-86.30315153775742,0.995,0.15
773,-212.3357100209675,0.995,0.15
774,-238.7361055542032,0.995,0.15
775,-129.17051025383878,0.995,0.15
776,-99.92639690727577,0.995,0.15
777,-108.58409657677467,0.995,0.15
778,-81.99046002061132,0.995,0.15
779,-211.29702560275916,0.995,0.15
780,-216.37635319680615,0.995,0.15
781,-120.12900049448768,0.995,0.15
782,-125.1100310009987,0.995,0.15
783,-139.94634245402557,0.995,0.15
784,-59.374998832858026,0.995,0.15
785,-52.96508203100304,0.995,0.15
786,-118.60946554057875,0.995,0.15
787,-153.2387343312405,0.995,0.15
788,-357.24968794469584,0.995,0.15
789,-288.8432684661775,0.995,0.15
790,-178.11120844731136,0.995,0.15
791,-154.56230623695814,0.995,0.15
792,-81.03817206434731,0.995,0.15
793,-427.3374335510125,0.995,0.15
794,-147.43003513755448,0.995,0.15
795,-174.2582939350945,0.995,0.15
796,-502.97180980208486,0.995,0.15
797,-77.87908342127724,0.995,0.15
798,-107.36150463255224,0.995,0.15
799,-124.63344037040112,0.995,0.15
800,-83.08927953515997,0.995,0.15
801,-368.9820239538001,0.995,0.15
802,-81.13139325008218,0.995,0.15
803,-116.26185104424542,0.995,0.15
804,-208.7607373318769,0.995,0.15
805,-178.35950371017486,0.995,0.15
806,-63.850700983384925,0.995,0.15
807,-195.32373043840897,0.995,0.15
808,-201.55483539830863,0.995,0.15
809,-223.05333258755738,0.995,0.15
810,-118.97514313055282,0.995,0.15
811,-149.39729047577447,0.995,0.15
812,-325.27872037831867,0.995,0.15
813,-128.04671826079334,0.995,0.15
814,-143.5999312596934,0.995,0.15
815,-304.1846406327666,0.995,0.15
816,-106.70593028541441,0.995,0.15
817,-270.1666951822615,0.995,0.15
818,-127.54914341437745,0.995,0.15
819,-290.7965274130544,0.995,0.15
820,-133.5548427976089,0.995,0.15
821,-69.12156699776794,0.995,0.15
822,-142.75933281897753,0.995,0.15
823,-258.6560965489639,0.995,0.15
824,-382.98992617688805,0.995,0.15
825,-222.75225783338232,0.995,0.15
826,-129.25924856666535,0.995,0.15
827,-249.56461076800852,0.995,0.15
828,-146.11638997562738,0.995,0.15
829,-288.0951465102192,0.995,0.15
830,-23.259518452224754,0.995,0.15
831,-296.5975031651637,0.995,0.15
832,-58.74777374238577,0.995,0.15
833,-291.96683609395507,0.995,0.15
834,-344.6004112918896,0.995,0.15
835,-125.19641434767937,0.995,0.15
836,-65.2757667374913,0.995,0.15
837,-143.34424853485797,0.995,0.15
838,-71.71776092922532,0.995,0.15
839,-111.40860215686835,0.995,0.15
840,-68.09405779179171,0.995,0.15
841,11.168320124213722,0.995,0.15
842,-268.56634848785535,0.995,0.15
843,-96.67893353212737,0.995,0.15
844,-0.12254574469255886,0.995,0.15
845,-98.97808320123512,0.995,0.15
846,-226.02498705004757,0.995,0.15
847,-282.56571710111723,0.995,0.15
848,-448.0993772014645,0.995,0.15
849,-105.16538588080059,0.995,0.15
850,-80.62678521546286,0.995,0.15
851,-210.7792331389869,0.995,0.15
852,-279.1265646855711,0.995,0.15
853,-158.1761509568565,0.995,0.15
854,-339.7670754294211,0.995,0.15
855,-120.2876675157874,0.995,0.15
856,-366.2354360611923,0.995,0.15
857,-140.94642696638834,0.995,0.15
858,-80.96566073297501,0.995,0.15
859,-257.8517106869574,0.995,0.15
860,-45.12647689527185,0.995,0.15
861,-236.58085093160838,0.995,0.15
862,-161.4856905035403,0.995,0.15
863,-208.42889748964822,0.995,0.15
864,-95.03659042322964,0.995,0.15
865,-264.71501311205884,0.995,0.15
866,-86.8887514883022,0.995,0.15
867,-130.3714806288137,0.995,0.15
868,-73.6746752815331,0.995,0.15
869,-161.3573402714345,0.995,0.15
870,-217.0884421297484,0.995,0.15
871,-201.4754480194386,0.995,0.15
872,-108.4745967055436,0.995,0.15
873,-124.08377206273691,0.995,0.15
874,-96.44188443109482,0.995,0.15
875,-213.18320983720935,0.995,0.15
876,-207.96312804050086,0.995,0.15
877,-80.74968523729504,0.995,0.15
878,-205.1832348608172,0.995,0.15
879,-104.11408736077713,0.995,0.15
880,-383.4785061995392,0.995,0.15
881,-73.60452423501752,0.995,0.15
882,-118.37355275816434,0.995,0.15
883,-121.6043207206198,0.995,0.15
884,-150.09810933671008,0.995,0.15
885,-79.66772079254302,0.995,0.15
886,-88.0097780752086,0.995,0.15
887,-193.10463180306294,0.995,0.15
888,-94.43761476281503,0.995,0.15
889,-352.4021023697489,0.995,0.15
890,-98.80358984294925,0.995,0.15
891,-67.31642394596976,0.995,0.15
892,-197.82089078779887,0.995,0.15
893,-109.11259955852186,0.995,0.15
894,-217.84852911883297,0.995,0.15
895,-295.12191985663964,0.995,0.15
896,-284.60758986886617,0.995,0.15
897,-118.23821171417478,0.995,0.15
898,-85.93948274658528,0.995,0.15
899,-137.78942777205003,0.995,0.15
900,-75.56759334767892,0.995,0.15
901,-317.91259949620695,0.995,0.15
902,-71.2382857263135,0.995,0.15
903,-132.85049598873206,0.995,0.15
904,-115.73390890499554,0.995,0.15
905,-317.84285559430407,0.995,0.15
906,-82.71043230911309,0.995,0.15
907,-90.77346896632275,0.995,0.15
908,-164.8113126426295,0.995,0.15
909,-179.17943932982016,0.995,0.15
910,-215.04718350759526,0.995,0.15
911,-83.30347789554865,0.995,0.15
912,-338.0992670120064,0.995,0.15
913,-299.0585858042706,0.995,0.15
914,-73.99424126525099,0.995,0.15
915,-143.9618087121205,0.995,0.15
916,-109.32465460005686,0.995,0.15
917,-161.0612778038221,0.995,0.15
918,-402.1723049127187,0.995,0.15
919,-64.06922331740724,0.995,0.15
920,-145.6822439156194,0.995,0.15
921,-173.7786653239462,0.995,0.15
922,-95.42686373171804,0.995,0.15
923,-118.5573679913204,0.995,0.15
924,-307.4794571207397,0.995,0.15
925,-129.56002666298107,0.995,0.15
926,-125.19242676155962,0.995,0.15
927,-172.9128131032943,0.995,0.15
928,-401.87517548099913,0.995,0.15
929,-68.36752560256284,0.995,0.15
930,-167.6304678264152,0.995,0.15
931,-119.13157432486656,0.995,0.15
932,-93.88670597070164,0.995,0.15
933,-477.1048087853166,0.995,0.15
934,-310.7638158940297,0.995,0.15
935,-180.03648162129826,0.995,0.15
936,-205.56197951351243,0.995,0.15
937,-184.46547694242798,0.995,0.15
938,-99.87769850405417,0.995,0.15
939,-251.54779038199868,0.995,0.15
940,-221.23343502581815,0.995,0.15
941,-125.5097238647409,0.995,0.15
942,-209.22837398437827,0.995,0.15
943,-282.73924488633946,0.995,0.15
944,-69.36968328340743,0.995,0.15
945,-242.6386448603461,0.995,0.15
946,-186.4926605000864,0.995,0.15
947,-410.28099818058286,0.995,0.15
948,-51.51803658264933,0.995,0.15
949,-347.39668672294613,0.995,0.15
950,-217.17601008638417,0.995,0.15
951,-134.63618232224363,0.995,0.15
952,-135.94963791993976,0.995,0.15
953,-412.6327903166278,0.995,0.15
954,-178.1472084568603,0.995,0.15
955,-144.5325072992232,0.995,0.15
956,-129.44252349926546,0.995,0.15
957,-59.114624138898236,0.995,0.15
958,-62.455898707398745,0.995,0.15
959,-125.72055558644139,0.995,0.15
960,-181.27146166972392,0.995,0.15
961,-96.43578184346809,0.995,0.15
962,-276.09190539161466,0.995,0.15
963,-92.26996154315596,0.995,0.15
964,-365.83155829911624,0.995,0.15
965,-135.520850432136,0.995,0.15
966,-131.44191336378708,0.995,0.15
967,-234.4113835353286,0.995,0.15
968,-14.0222052607226,0.995,0.15
969,-143.70512995879488,0.995,0.15
970,-2.3631343581727577,0.995,0.15
971,-46.552896365659315,0.995,0.15
972,-364.15836648871823,0.995,0.15
973,-179.01100180428375,0.995,0.15
974,-273.484556434492,0.995,0.15
975,-38.70550324171644,0.995,0.15
976,-127.80439434296729,0.995,0.15
977,-131.82644151842493,0.995,0.15
978,-164.6561233004085,0.995,0.15
979,-90.49617747207357,0.995,0.15
980,-89.8705616224186,0.995,0.15
981,-98.41501292907492,0.995,0.15
982,-195.978130203768,0.995,0.15
983,-117.97498185632756,0.995,0.15
984,-238.18510007836625,0.995,0.15
985,-101.54295777118854,0.995,0.15
986,-201.63113380903883,0.995,0.15
987,-191.10907152071715,0.995,0.15
988,-134.39332233918222,0.995,0.15
989,-127.62961576186638,0.995,0.15
990,-209.0510756892857,0.995,0.15
991,-243.84070215588963,0.995,0.15
992,-86.80540497157074,0.995,0.15
993,-238.7471397158992,0.995,0.15
994,-136.76724262628062,0.995,0.15
995,-161.94945025736104,0.995,0.15
996,-302.45700614016664,0.995,0.15
997,-112.15933676383494,0.995,0.15
998,-87.63809876492833,0.995,0.15
999,-113.65289332061788,0.995,0.15
1000,-410.2679314100735,0.995,0.15
1001,-125.62067094832045,0.995,0.15
1002,-137.880038880984,0.995,0.15
1003,-396.8594733312791,0.995,0.15
1004,-153.0893895217667,0.995,0.15
1005,-332.9752323399017,0.995,0.15
1006,-326.0658337660275,0.995,0.15
1007,-168.28791590484983,0.995,0.15
1008,-215.80120928543238,0.995,0.15
1009,-85.19344889399362,0.995,0.15
1010,-424.26973149862124,0.995,0.15
1011,-315.8037087548686,0.995,0.15
1012,-67.1626261201779,0.995,0.15
1013,-239.07671920890465,0.995,0.15
1014,-161.71974818761754,0.995,0.15
1015,-98.03428278341022,0.995,0.15
1016,-87.02065830800662,0.995,0.15
1017,-12.525904743232402,0.995,0.15
1018,-54.006090827576074,0.995,0.15
1019,-231.3501747043743,0.995,0.15
1020,33.102168883832206,0.995,0.15
1021,-131.34267783156992,0.995,0.15
1022,-134.87047416147246,0.995,0.15
1023,-175.22232030482377,0.995,0.15
1024,-460.0683681999241,0.995,0.15
1025,-60.44862021764692,0.995,0.15
1026,-289.48209760900386,0.995,0.15
1027,-322.3572154011029,0.995,0.15
1028,-297.8361292069752,0.995,0.15
1029,-83.4341436454158,0.995,0.15
1030,-72.26072110684623,0.995,0.15
1031,-104.68267755371656,0.995,0.15
1032,-138.44687666270806,0.995,0.15
1033,-331.5907199344641,0.995,0.15
1034,-267.32369340850073,0.995,0.15
1035,-224.20708287637484,0.995,0.15
1036,-81.39347211027768,0.995,0.15
1037,-112.33293083602067,0.995,0.15
1038,-184.3836725439422,0.995,0.15
1039,-222.0863208180909,0.995,0.15
1040,-123.50610584471787,0.995,0.15
1041,-340.2298673805684,0.995,0.15
1042,-248.07780440275567,0.995,0.15
1043,-106.04174312147718,0.995,0.15
1044,-143.08881497492268,0.995,0.15
1045,-61.62008110521731,0.995,0.15
1046,-233.46056271427506,0.995,0.15
1047,-106.63460514371008,0.995,0.15
1048,-184.38357084306176,0.995,0.15
1049,-306.7376694197534,0.995,0.15
1050,-84.56939369787585,0.995,0.15
1051,-107.57146778545572,0.995,0.15
1052,-78.81955272015122,0.995,0.15
1053,-330.19842512389096,0.995,0.15
1054,-173.00836553270346,0.995,0.15
1055,-248.62407776875975,0.995,0.15
1056,-167.36905490404993,0.995,0.15
1057,-256.9571810605446,0.995,0.15
1058,-154.59114104975302,0.995,0.15
1059,19.38724800897866,0.995,0.15
1060,-117.92159905014516,0.995,0.15
1061,-173.90429417781186,0.995,0.15
1062,-272.7772258640333,0.995,0.15
1063,-283.24369680532743,0.995,0.15
1064,-357.52684378900415,0.995,0.15
1065,-140.58401949648123,0.995,0.15
1066,-184.7557681854082,0.995,0.15
1067,-127.37008226064412,0.995,0.15
1068,-105.54643521125843,0.995,0.15
1069,-194.93438835528974,0.995,0.15
1070,-135.81433527426174,0.995,0.15
1071,-104.22896151144671,0.995,0.15
1072,-352.3206827170719,0.995,0.15
1073,-247.3860015342033,0.995,0.15
1074,-109.29768845086811,0.995,0.15
1075,-251.47641985208796,0.995,0.15
1076,-102.64065084876775,0.995,0.15
1077,-118.12912508273544,0.995,0.15
1078,-5.590832291806834,0.995,0.15
1079,-191.77953468315488,0.995,0.15
1080,-128.4319321438162,0.995,0.15
1081,-156.9175044281609,0.995,0.15
1082,-226.0532039850888,0.995,0.15
1083,-102.17756943270324,0.995,0.15
1084,-158.1514273144167,0.995,0.15
1085,-114.57557925613548,0.995,0.15
1086,-59.8294906874666,0.995,0.15
1087,-63.345596070306904,0.995,0.15
1088,-411.8313030649859,0.995,0.15
1089,-127.13299510203612,0.995,0.15
1090,-220.29054169155194,0.995,0.15
1091,-313.204014895927,0.995,0.15
1092,-91.25909972541251,0.995,0.15
1093,-190.66052276275462,0.995,0.15
1094,-83.01700267698067,0.995,0.15
1095,-68.60991606557623,0.995,0.15
1096,-155.71574384329608,0.995,0.15
1097,-138.1090635959448,0.995,0.15
1098,-479.021269993907,0.995,0.15
1099,-46.27332197476886,0.995,0.15
1100,-78.565064538808,0.995,0.15
1101,-52.720506073220776,0.995,0.15
1102,-121.6334182009769,0.995,0.15
1103,-336.7309670951699,0.995,0.15
1104,-94.13864139865294,0.995,0.15
1105,-415.7461195798016,0.995,0.15
1106,-72.78439749171854,0.995,0.15
1107,-366.44364554416074,0.995,0.15
1108,-289.01687182551643,0.995,0.15
1109,-330.208483172079,0.995,0.15
1110,-185.35218445180186,0.995,0.15
1111,-167.44354696742246,0.995,0.15
1112,-123.26425377160025,0.995,0.15
1113,-145.52483327637293,0.995,0.15
1114,-143.34433276761138,0.995,0.15
1115,-144.18492412335033,0.995,0.15
1116,-249.17616815308796,0.995,0.15
1117,-146.2416380228845,0.995,0.15
1118,-490.67237801901746,0.995,0.15
1119,-120.30070041952133,0.995,0.15
1120,-134.05881568429342,0.995,0.15
1121,-64.41798869925579,0.995,0.15
1122,-76.82981146116397,0.995,0.15
1123,-226.75366159582103,0.995,0.15
1124,-227.5752534292535,0.995,0.15
1125,-26.850634568375185,0.995,0.15
1126,-447.8233063154503,0.995,0.15
1127,-147.31308723866482,0.995,0.15
1128,-176.33782238709927,0.995,0.15
1129,-71.47613104393545,0.995,0.15
1130,-224.55248830536925,0.995,0.15
1131,-194.14521481573553,0.995,0.15
1132,-109.82810963966728,0.995,0.15
1133,-89.09642799634267,0.995,0.15
1134,-222.79250019415105,0.995,0.15
1135,-117.992068350085,0.995,0.15
1136,-204.2442142669951,0.995,0.15
1137,-132.7589846546975,0.995,0.15
1138,-102.40979579747554,0.995,0.15
1139,-323.68119156773946,0.995,0.15
1140,-184.67857435092566,0.995,0.15
1141,-328.52298767014224,0.995,0.15
1142,-151.13150125149264,0.995,0.15
1143,-73.21647817153047,0.995,0.15
1144,-100.76612365310663,0.995,0.15
1145,-331.6768934597245,0.995,0.15
1146,-132.37378997808193,0.995,0.15
1147,0.6512174865586644,0.995,0.15
1148,-87.28582435175193,0.995,0.15
1149,-102.04864306688998,0.995,0.15
1150,-358.2926085601071,0.995,0.15
1151,-124.31782089811313,0.995,0.15
1152,-126.81255890608134,0.995,0.15
1153,-301.0889273651663,0.995,0.15
1154,-500.4131739217444,0.995,0.15
1155,-85.78102672962297,0.995,0.15
1156,-291.23940225738886,0.995,0.15
1157,-253.70234858412036,0.995,0.15
1158,-175.069288743659,0.995,0.15
1159,-194.27214920005633,0.995,0.15
1160,-138.08741488392928,0.995,0.15
1161,-258.72291397489704,0.995,0.15
1162,-434.99880701731075,0.995,0.15
1163,-82.36831353372116,0.995,0.15
1164,-193.87909384880967,0.995,0.15
1165,-362.5228830209425,0.995,0.15
1166,-208.00282142533752,0.995,0.15
1167,-238.6078022704818,0.995,0.15
1168,-102.48057181677893,0.995,0.15
1169,-114.8179711811283,0.995,0.15
1170,-308.8849928160894,0.995,0.15
1171,-6.443677551389953,0.995,0.15
1172,-370.31182196266445,0.995,0.15
1173,-303.5060413668875,0.995,0.15
1174,-61.21385186448165,0.995,0.15
1175,-175.91473357611403,0.995,0.15
1176,-113.02197600737033,0.995,0.15
1177,-106.69320765185994,0.995,0.15
1178,-104.0521997814644,0.995,0.15
1179,-93.72769809673252,0.995,0.15
1180,-442.2458739783974,0.995,0.15
1181,-138.93595912682733,0.995,0.15
1182,-140.63647865131094,0.995,0.15
1183,-235.1801463369035,0.995,0.15
1184,-22.433659129064907,0.995,0.15
1185,-261.39268340651665,0.995,0.15
1186,-139.5392570375918,0.995,0.15
1187,-286.84762983288135,0.995,0.15
1188,-91.07647479197526,0.995,0.15
1189,-123.80938871041059,0.995,0.15
1190,-89.4504663434309,0.995,0.15
1191,-98.61817029063518,0.995,0.15
1192,-277.6169743067885,0.995,0.15
1193,-153.60596722721655,0.995,0.15
1194,-109.99930080616087,0.995,0.15
1195,-176.47646937643995,0.995,0.15
1196,-315.26435320148363,0.995,0.15
1197,-285.96547388755823,0.995,0.15
1198,-46.65022033584218,0.995,0.15
1199,-126.34318800058335,0.995,0.15
1200,-89.71283822569798,0.995,0.15
1201,-144.59664892160447,0.995,0.15
1202,-85.45941881198141,0.995,0.15
1203,-167.07872590275906,0.995,0.15
1204,-65.62031814770457,0.995,0.15
1205,-193.83842932393952,0.995,0.15
1206,-98.19487851479208,0.995,0.15
1207,-133.3480481222856,0.995,0.15
1208,-129.24008316180166,0.995,0.15
1209,-121.57607367923163,0.995,0.15
1210,-365.5819016663115,0.995,0.15
1211,-226.51868714428838,0.995,0.15
1212,-145.49934756697513,0.995,0.15
1213,-99.7006536668312,0.995,0.15
1214,-423.91196043503055,0.995,0.15
1215,-297.7895420838139,0.995,0.15
1216,-119.84902457014374,0.995,0.15
1217,-118.24852141917623,0.995,0.15
1218,-253.0755963245733,0.995,0.15
1219,-124.85628558472808,0.995,0.15
1220,-52.40503246587437,0.995,0.15
1221,-296.06103152304706,0.995,0.15
1222,-349.32881851192917,0.995,0.15
1223,-114.44648051809897,0.995,0.15
1224,-249.01997422606456,0.995,0.15
1225,-86.08938791998396,0.995,0.15
1226,-172.83403049669948,0.995,0.15
1227,-220.77635649075654,0.995,0.15
1228,-116.03646364578586,0.995,0.15
1229,-359.63425481391585,0.995,0.15
1230,-432.70206683317804,0.995,0.15
1231,-231.78989269666147,0.995,0.15
1232,-137.57702082449873,0.995,0.15
1233,-307.31925808177107,0.995,0.15
1234,-95.36715870272194,0.995,0.15
1235,-95.32207875869835,0.995,0.15
1236,-233.342166018947,0.995,0.15
1237,-131.41239019061007,0.995,0.15
1238,-299.7589543403818,0.995,0.15
1239,-479.65015646529366,0.995,0.15
1240,-194.218015321113,0.995,0.15
1241,-274.08596725634186,0.995,0.15
1242,-101.6499238283876,0.995,0.15
1243,-331.5253550880169,0.995,0.15
1244,-158.32416901245062,0.995,0.15
1245,-115.1392941528374,0.995,0.15
1246,-258.03103246076444,0.995,0.15
1247,-115.39468557986372,0.995,0.15
1248,-78.02203932483053,0.995,0.15
1249,-246.34886628267833,0.995,0.15
1250,-307.54889089905566,0.995,0.15
1251,-105.64312417310664,0.995,0.15
1252,-221.42646154327957,0.995,0.15
1253,-154.20676402434574,0.995,0.15
1254,-390.4253510544705,0.995,0.15
1255,-107.26943098208571,0.995,0.15
1256,-92.43831624319553,0.995,0.15
1257,-114.97738160487046,0.995,0.15
1258,-135.69930286500906,0.995,0.15
1259,-227.3587938703048,0.995,0.15
1260,-87.04983812955274,0.995,0.15
1261,-85.13241125333889,0.995,0.15
1262,-94.99564377857823,0.995,0.15
1263,-272.8953298023769,0.995,0.15
1264,-135.74372737819422,0.995,0.15
1265,-260.22971931013103,0.995,0.15
1266,-281.50648124687666,0.995,0.15
1267,-144.66341022098476,0.995,0.15
1268,-242.00817590638363,0.995,0.15
1269,-103.83655783323567,0.995,0.15
1270,-324.41775380201153,0.995,0.15
1271,-256.24496231641467,0.995,0.15
1272,-152.14362526093964,0.995,0.15
1273,-98.40045858991654,0.995,0.15
1274,5.616703193876589,0.995,0.15
1275,-165.5089124046001,0.995,0.15
1276,-303.17463916058,0.995,0.15
1277,-129.16450449710277,0.995,0.15
1278,-108.45502462394543,0.995,0.15
1279,-75.88466452660765,0.995,0.15
1280,-188.72682369978583,0.995,0.15
1281,-104.26159349989818,0.995,0.15
1282,-423.4157759589518,0.995,0.15
1283,-146.5165858487477,0.995,0.15
1284,-132.2212518363792,0.995,0.15
1285,-81.73574643479716,0.995,0.15
1286,-350.19124623036265,0.995,0.15
1287,-175.96519743729954,0.995,0.15
1288,-152.12391454357515,0.995,0.15
1289,-182.7402144734445,0.995,0.15
1290,-245.15997871610364,0.995,0.15
1291,-182.57175371383096,0.995,0.15
1292,-312.32432829667187,0.995,0.15
1293,-274.62494207114696,0.995,0.15
1294,-97.25360513677884,0.995,0.15
1295,-151.77075276491792,0.995,0.15
1296,-309.91702423331367,0.995,0.15
1297,-160.3910673036462,0.995,0.15
1298,-190.30100283908934,0.995,0.15
1299,-120.56668745152521,0.995,0.15
1300,-481.78493282794,0.995,0.15
1301,-357.71250058992274,0.995,0.15
1302,-120.32873633969895,0.995,0.15
1303,-79.39395034526054,0.995,0.15
1304,-287.19116512704414,0.995,0.15
1305,-84.14146579568377,0.995,0.15
1306,-24.44332847594518,0.995,0.15
1307,-97.98246117225797,0.995,0.15
1308,-143.53632549879094,0.995,0.15
1309,-149.75435114756937,0.995,0.15
1310,-128.37695326461517,0.995,0.15
1311,-343.8422410441833,0.995,0.15
1312,-370.7835964670881,0.995,0.15
1313,-165.1730614461324,0.995,0.15
1314,-253.0279932598306,0.995,0.15
1315,-74.24889235114469,0.995,0.15
1316,-113.99046594920996,0.995,0.15
1317,-359.00352340125164,0.995,0.15
1318,-146.88099013572491,0.995,0.15
1319,-126.88710041707745,0.995,0.15
1320,-83.2958457516543,0.995,0.15
1321,-99.4471912854263,0.995,0.15
1322,-86.47689020822793,0.995,0.15
1323,-103.95007990944981,0.995,0.15
1324,-136.04509302968074,0.995,0.15
1325,-129.73891169216512,0.995,0.15
1326,-219.5778839305667,0.995,0.15
1327,-237.81991342038785,0.995,0.15
1328,-94.64356508361557,0.995,0.15
1329,-594.5455341106715,0.995,0.15
1330,-295.1983881660939,0.995,0.15
1331,-118.2719703617877,0.995,0.15
1332,-389.698834165854,0.995,0.15
1333,-88.812384398847,0.995,0.15
1334,-76.16135949018164,0.995,0.15
1335,-501.1415619150972,0.995,0.15
1336,-111.55543195322913,0.995,0.15
1337,-199.7098979034609,0.995,0.15
1338,-200.58431706516745,0.995,0.15
1339,-334.8072077632203,0.995,0.15
1340,-111.24334901315413,0.995,0.15
1341,-108.92256646531801,0.995,0.15
1342,-125.48857184344709,0.995,0.15
1343,-133.07919687462106,0.995,0.15
1344,-254.0184268325145,0.995,0.15
1345,-81.61941480771281,0.995,0.15
1346,-115.32761534559047,0.995,0.15
1347,-145.42193370895166,0.995,0.15
1348,-132.03039770973328,0.995,0.15
1349,-33.24833903318597,0.995,0.15
1350,-55.96300236601284,0.995,0.15
1351,-91.9520550952513,0.995,0.15
1352,-198.68608159576152,0.995,0.15
1353,-144.5297858819697,0.995,0.15
1354,-124.44945914617726,0.995,0.15
1355,-81.43981408045222,0.995,0.15
1356,-291.6664559231435,0.995,0.15
1357,-82.24575074777489,0.995,0.15
1358,-238.88869343688827,0.995,0.15
1359,-100.87834231132364,0.995,0.15
1360,-93.16322172478229,0.995,0.15
1361,-199.3007149990722,0.995,0.15
1362,-249.46019491890175,0.995,0.15
1363,-15.118020805691671,0.995,0.15
1364,-93.22820991682968,0.995,0.15
1365,-246.67133186169633,0.995,0.15
1366,-176.2879395402848,0.995,0.15
1367,-96.59701091370745,0.995,0.15
1368,-154.81625422813903,0.995,0.15
1369,-409.89753845882535,0.995,0.15
1370,-297.78664683427724,0.995,0.15
1371,-128.9485939333723,0.995,0.15
1372,-327.72588175434805,0.995,0.15
1373,-100.51971614958346,0.995,0.15
1374,-155.16076798922387,0.995,0.15
1375,-363.0003991888453,0.995,0.15
1376,-260.42031873920763,0.995,0.15
1377,-267.50955740091206,0.995,0.15
1378,-340.32451182763634,0.995,0.15
1379,-251.4675133479396,0.995,0.15
1380,-71.13487480870278,0.995,0.15
1381,-126.72838137599072,0.995,0.15
1382,-264.5332620289495,0.995,0.15
1383,-78.19123516876016,0.995,0.15
1384,-83.86729776451497,0.995,0.15
1385,-123.67660734932373,0.995,0.15
1386,-211.37595221781692,0.995,0.15
1387,-300.93182670790554,0.995,0.15
1388,-123.80407934457689,0.995,0.15
1389,-116.82588581200129,0.995,0.15
1390,-169.42586174284975,0.995,0.15
1391,-56.3857601728171,0.995,0.15
1392,-81.31041867849858,0.995,0.15
1393,-111.49403072113411,0.995,0.15
1394,-194.57067709869654,0.995,0.15
1395,-247.43901159250095,0.995,0.15
1396,-392.194008893917,0.995,0.15
1397,-93.94214431618008,0.995,0.15
1398,-438.1237323662707,0.995,0.15
1399,-251.7320049263816,0.995,0.15
1400,-173.96235080002347,0.995,0.15
1401,-150.36609360112345,0.995,0.15
1402,-86.59289398395302,0.995,0.15
1403,-223.47585207345793,0.995,0.15
1404,-134.2792638505853,0.995,0.15
1405,-333.8818253557106,0.995,0.15
1406,-124.97570907845676,0.995,0.15
1407,-73.58049465821057,0.995,0.15
1408,-148.78629810968323,0.995,0.15
1409,-141.504685776425,0.995,0.15
1410,-168.3777911673123,0.995,0.15
1411,-112.44834735668529,0.995,0.15
1412,-125.26441866132429,0.995,0.15
1413,-141.87277037544848,0.995,0.15
1414,-132.20504865737,0.995,0.15
1415,-382.4632464512779,0.995,0.15
1416,-144.35990902414036,0.995,0.15
1417,-85.15620348025453,0.995,0.15
1418,-171.19292694949996,0.995,0.15
1419,-124.27820013384112,0.995,0.15
1420,-183.99249803229475,0.995,0.15
1421,-125.39953744286507,0.995,0.15
1422,-275.7275261957966,0.995,0.15
1423,-169.42971424981812,0.995,0.15
1424,-184.22313691206125,0.995,0.15
1425,-179.8279585581998,0.995,0.15
1426,-126.14940447015842,0.995,0.15
1427,-93.56139283383497,0.995,0.15
1428,-119.05248360878913,0.995,0.15
1429,-244.0792982674978,0.995,0.15
1430,-182.29931354060474,0.995,0.15
1431,-144.43979604946134,0.995,0.15
1432,-279.80225420466087,0.995,0.15
1433,-85.1915490695833,0.995,0.15
1434,-295.2241876509627,0.995,0.15
1435,-115.37264841336274,0.995,0.15
1436,-193.430446906962,0.995,0.15
1437,-119.20890943170214,0.995,0.15
1438,-118.4585463189977,0.995,0.15
1439,1.8371935629387082,0.995,0.15
1440,-328.59251408911575,0.995,0.15
1441,-103.26293150590104,0.995,0.15
1442,0.04819069432292622,0.995,0.15
1443,-222.39560714886636,0.995,0.15
1444,-121.71977319757164,0.995,0.15
1445,-262.56340703930414,0.995,0.15
1446,-52.67540325465852,0.995,0.15
